"catalogNumber","recordNumber","source","surveyname","dateaccuracy","recordedBy","otherCatalogNumbers","reliabdesc","easting","northing","decimalLatitude","decimalLongitude","nsxcode","scientificName","family","vernacularName","eventRemarks","habitat","verbatimLocality","reservename","language","rightsHolder","datasetName","institutionCode","country","countryCode","stateProvince","kingdom","occurrenceStatus","basisOfRecord","verbatimEventDate","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimIdentification","eventDate","establishmentMeans","geodeticDatum","identificationVerificationStatus","organismQuantity","organismQuantityType"
"RVPO3106-9747","RVPO3106-9747","RV","","D","PLAYFAIR R.M. Roger | ROTHE (EX LAVER) S.M. Samantha","","101-250m",322881,6146224,-34.81084842,139.0635821,"K03913","Avena barbata","GRAMINEAE","Bearded Oat","Collected using the DEWNR Roadside Vegetation Survey Methodology","Mixed grassland dominated by alien grass species","Buckleys RD 1.4 km NNW of Tungkillo","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","19/12/97",-34.81084842,139.0635821,"decimal degrees","Avena barbata","1997-12-19","introduced","EPSG:20254","verification required",,
"SUP6825-9","SUP6825-9","SU","MT LOFTY","D","DAVIES R.J-P. Richard","","",285662,6113828,-35.09558,138.64862,"G01747","Pultenaea acerosa","LEGUMINOSAE","Bristly Bush-pea","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","15/5/86",-35.09558,138.64862,"decimal degrees","Pultenaea acerosa","1986-05-15","native","EPSG:20254","verified",,
"OPP37232-1782129","OPP37232-1782129","OP","SANDY DESERT","D","MCDONALD J.T. John","","5-50m",686870,6933355,-27.71117,136.89535,"E01250","Sclerolaena lanicuspis","CHENOPODIACEAE","Spinach Bindyi","Floodplain on firm sandy clays.","Acacia victoriae Open Shrubland - much of mature plants are dead.","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/8/06",-27.71117,136.89535,"decimal degrees","Sclerolaena lanicuspis","2006-08-01","native","EPSG:20253","verified",,
"RVPU38781-41902","RVPU38781-41902","RV","","D","TELFER W.R. Wendy","","501-1000m",255787,6326526,-33.17257022,138.3809965,"S02833","Scabiosa atropurpurea","DIPSACACEAE","Pincushion","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus sp. Plantation","Laura - Caltowie RD 2.4 km SSW of Caltowie West","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","14/11/00",-33.17257022,138.3809965,"decimal degrees","Scabiosa atropurpurea","2000-11-14","introduced","EPSG:20254","verification required",,
"OPP329210-1506716","OPP329210-1506716","OP","MLR GRID WEED SURVEYS (NPWSA)","D","MITCHELL F. Fay","","101-250m",300422,6156978,-34.70978,138.82074,"S20125","Olea europaea ssp.","OLEACEAE","Olive","removed 1999   BRAUN_BLANQUET_DENSITY = 3","","612","Para Wirra (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","9/2/00",-34.70978,138.82074,"decimal degrees","Olea europaea ssp.","2000-02-09","introduced","EPSG:20254","verified",,
"SUP10424-28","SUP10424-28","SU","FLINDERS MANAGEMENT REVIEW","D","GREENWOOD G. Graeme | PITTS B. Brenda","","",353923,6650428,-30.26902,139.4814,"C15285","Solanum lithophilum/quadriloculatum","SOLANACEAE","","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","19/4/88",-30.26902,139.4814,"decimal degrees","Solanum lithophilum/quadriloculatum","1988-04-19","native","EPSG:20254","verified",,
"SUP12470-22","SUP12470-22","SU","STONY DESERTS","D","VONOW H.P. Helen | O'CONNOR P.J. Patrick","","5-50m",384730,7037040,-26.7833,139.84044,"C01153","Atriplex spongiosa","CHENOPODIACEAE","Pop Saltbush","","","9.5 km SW from Dickinna Hill.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","6/5/95",-26.7833,139.84044,"decimal degrees","Atriplex spongiosa","1995-05-06","native","EPSG:20254","verified",,
"RVPU62797-79167","RVPU62797-79167","RV","","D","CLARK P.D. Peter | HIGGINS G.M. Graeme","","101-250m",397534,6231174,-34.05514448,139.8897381,"M01898","Zygophyllum eremaeum (NC)","ZYGOPHYLLACEAE","Pale-flower Twinleaf","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus oleosa / E. brachycalyx Mallee","Burra - Renmark RD 2.1 km NNW of Riversleigh (homestead)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","17/10/02",-34.05514448,139.8897381,"decimal degrees","Zygophyllum eremaeum (NC)","2002-10-17","native","EPSG:20254","verification required",,
"OPP178466-1511766","OPP178466-1511766","OP","WAITE CONSERVATION RESERVE","D","LANG P.J. Peter","","0-5m",284503,6126678,-34.97956,138.63925,"K02249","Eucalyptus microcarpa","MYRTACEAE","Grey Box","","Eucalyptus microcarpa Woodland over Avena barbata and Olea europaea.","Waite Hills Conservation Reserve. Heritage Agreement area HA 1262. Southern area c. 5 m below (NW of) vehicle track from southern boundary to Koala Gully.","1262 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","23/4/03",-34.97956,138.63925,"decimal degrees","Eucalyptus microcarpa","2003-04-23","native","EPSG:20254","verified",,
"OPP799570-20","OPP799570-20","OP","BDBSA RESERVES DATABASE","D","MURFET D.E. Denzel | TAPLIN R.L. Rosemary","","1-10km",406693,6000404,-36.13659,139.96295,"U01290","Hemichroa pentandra","AMARANTHACEAE","Trailing Hemichroa","","","","Bunbury (CR)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","15/5/93",-36.13659,139.96295,"decimal degrees","Hemichroa pentandra","1993-05-15","native","EPSG:20254","verified",,
"SUP7882-15","SUP7882-15","SU","FLINDERS MANAGEMENT REVIEW","D","MALCOLM L.A. Louise | PLAYFAIR R.M. Roger","","No entered",328422,6582679,-30.87674,139.20518,"G01439","Lepidium oxytrichum","CRUCIFERAE","Green Peppercress","","","2km SW from Wearing Well.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","29/8/90",-30.87674,139.20518,"decimal degrees","Lepidium oxytrichum","1990-08-29","native","EPSG:20254","verified",,
"OPP722161-2","OPP722161-2","OP","KANGAROO ISLAND FLORA - KI","D","HABY M. Michelle","","0-5m",670203,6039482,-35.774,136.883,"W32447","Spyridium vexilliferum","RHAMNACEAE","Winged Spyridium","","","Section 41 Hundred Gosse","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","19/10/15",-35.774,136.883,"decimal degrees","Spyridium vexilliferum","2015-10-19","native","EPSG:20253","verified",,
"RVPU94303-160256","RVPU94303-160256","RV","","D","DICKSON C.R. Cath | CARR C. Chris","","251-500m",444639,5876959,-37.25226986,140.3757345,"A01584","Acacia melanoxylon","LEGUMINOSAE","Blackwood","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus baxteri / E. camaldulensis var. camaldulensis Woodland","Khayyam RD 5.1 km SSE of Fox","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","2/5/12",-37.25226986,140.3757345,"decimal degrees","Acacia melanoxylon","2012-05-02","native","EPSG:20254","verification required",,
"SUP6947-8","SUP6947-8","SU","MT LOFTY","D","KING F. Fleur","","",300152,6155808,-34.72028,138.81751,"C01349","Hibbertia sericea var. sericea (NC)","DILLENIACEAE","Silky Guinea-flower","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","28/4/86",-34.72028,138.81751,"decimal degrees","Hibbertia sericea var. sericea (NC)","1986-04-28","native","EPSG:20254","verified",,
"OPP547253-94","OPP547253-94","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS","D","BARRON P. Phil","","501-1000m",274076,6104889,-35.17358,138.51918,"M05830","Melaleuca lanceolata","MYRTACEAE","Dryland Tea-tree","","","Onkaparinga River NP (Long Gully S15)","Onkaparinga River (NP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","23/7/14",-35.17358,138.51918,"decimal degrees","Melaleuca lanceolata","2014-07-23","native","EPSG:20254","verified",,
"OPP561676-103","OPP561676-103","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS","D","LASHMAR K. Kym","","1-10km",658726,6028296,-35.87673,136.75831,"U04890","Microlaena stipoides var. stipoides","GRAMINEAE","Weeping Rice-grass","","Vegetation condition is generally excellent throughout with good uniform regeneration following the extensive fires of 2007 that burnt almost all of the site.","South-western area bounded by Shackle Road to the west and the East Melrose Track to the south.","Ravine des Casoars (WA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","24/2/15",-35.87673,136.75831,"decimal degrees","Microlaena stipoides var. stipoides","2015-02-24","native","EPSG:20253","verified",,
"RVPO71746-316577","RVPO71746-316577","RV","","D","BIRCHMORE N.J. Neal","","251-500m",268270,6184269,-34.45713166,138.4773798,"M20166","Salvia verbenaca var.","LABIATAE","Wild Sage","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus socialis +/- Mixed Eucalyptus spp. Mallee","Old Dublin RD 3.6 km WSW of Mallala","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","2/10/03",-34.45713166,138.4773798,"decimal degrees","Salvia verbenaca var.","2003-10-02","introduced","EPSG:20254","verification required",,
"SUP15352-65","SUP15352-65","SU","TILLEY SWAMP","D","CROFT T.S. Tim","","51-100m",397832,5970481,-36.40541,139.86057,"C04613","Tricoryne tenella","LILIACEAE","Tufted Yellow Rush-lily","","","3.5km NNW from Mia Mia Plains Homestead.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","8/12/96",-36.40541,139.86057,"decimal degrees","Tricoryne tenella","1996-12-08","native","EPSG:20254","verified",,
"OPP958068-12","OPP958068-12","OP","F4F ECOLOGICAL MONITORING PROGRAM","D","NICOL J. Jason","","5-50m",301072,6107686,-35.15408,138.81609,"Z00075","Typha domingensis","TYPHACEAE","Narrow-leaf Bulrush","","","Quarry rd","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","6/11/17",-35.15408,138.81609,"decimal degrees","Typha domingensis","2017-11-06","native","EPSG:20254","verified",1,"individuals"
"OPP651791-13","OPP651791-13","OP","CLLMM BIRD AND VEGETATION ASSESSMENT","D","MILNE T.I. Tim","","251-500m",349910,6065035,-35.54698,139.34418,"S01821","Trifolium arvense var. arvense","LEGUMINOSAE","Hare's-foot Clover","Spp RecordID:14828|","Nil habitat comments recorded.","|Source ProjectID:3|Source WaypointID:679|Access Notes:Split from 61|TreatID:Revegetated|Planted Year:2015|","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","20/10/15",-35.54698,139.34418,"decimal degrees","Trifolium arvense var. arvense","2015-10-20","introduced","EPSG:20254","verified",,
"SUP3544-23","SUP3544-23","SU","MURRAY MALLEE","D","ROBINSON A.C. Tony | KINNEAR A.J. (Sandy)","","5-50m",353215,6044163,-35.73559,139.37683,"Z20183","Spyridium subochreatum var. (NC)","RHAMNACEAE","Velvet Spyridium","","","6 km SE from Meningie.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","27/7/90",-35.73559,139.37683,"decimal degrees","Spyridium subochreatum var. (NC)","1990-07-27","native","EPSG:20254","verified",,
"OPP984495-35","OPP984495-35","OP","SA WATER LAND MANAGEMENT PLANS","D","MILNE T.I. Tim | TELFER S. Sarah","","5-50m",302896,6160177,-34.68144,138.84848,"K03913","Avena barbata","GRAMINEAE","Bearded Oat","Eucalyptus camaldulensis Woodland","","B2-3","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","9/10/19",-34.68144,138.84848,"decimal degrees","Avena barbata","2019-10-09","introduced","EPSG:20254","verified",,
"OPP558457-2","OPP558457-2","OP","LOWAN MALLEE LAF FIELDWORK","D","MCCALLUM M. Melissa | SANDERS P.F. Paula","","251-500m",495697,6145193,-34.83555,140.95294,"Q02276","Leptospermum coriaceum","MYRTACEAE","Dune Tea-tree","","","|Source ProjectID:20|Source WaypointID:3446|","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","23/9/14",-34.83555,140.95294,"decimal degrees","Leptospermum coriaceum","2014-09-23","native","EPSG:20254","verified",,
"OPP332538-1785206","OPP332538-1785206","OP","YUDNAPINNA AND LAKES","D","JAY J. Justin | LANG P.J. Peter","","5-50m",729730,6503764,-31.57829,137.42081,"M20078","Eucalyptus camaldulensis ssp.","MYRTACEAE","River Red Gum","","","Crest of sandy lunette on SSE side of Tobys Swamp.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","27/3/07",-31.57829,137.42081,"decimal degrees","Eucalyptus camaldulensis ssp.","2007-03-27","native","EPSG:20253","verified",,
"OPP798704-140","OPP798704-140","OP","BDBSA RESERVES DATABASE","T","TAPLIN R.L. Rosemary","","1-10km",289872,6115029,-35.08564,138.69508,"W00847","Pterostylis pedunculata","ORCHIDACEAE","Maroon-hood","","","","Scott Creek (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/1/90",-35.08564,138.69508,"decimal degrees","Pterostylis pedunculata","199","native","EPSG:20254","verified",,
"SUP9803-20","SUP9803-20","SU","FLINDERS MANAGEMENT REVIEW","D","BELLETTE K.J. Kathryn | GOULD P. Paul","","",325523,6626679,-30.47947,139.18231,"W00407","Panicum decompositum var. decompositum","GRAMINEAE","Native Millet","","","","Vulkathunha-Gammon Ranges (NP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","3/6/88",-30.47947,139.18231,"decimal degrees","Panicum decompositum var. decompositum","1988-06-03","native","EPSG:20254","verified",,
"OPP377365-109","OPP377365-109","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS","D","PICKETT M.I. Marcus","","501-1000m",290359,6137612,-34.88227,138.7061,"Y04992","Chamaescilla corymbosa var. corymbosa","LILIACEAE","Blue Squill","","","Black Hill Buffer Zone A09 Prescribed Burn; Incident Number 200904114","Black Hill (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","29/4/09",-34.88227,138.7061,"decimal degrees","Chamaescilla corymbosa var. corymbosa","2009-04-29","native","EPSG:20254","verified",,
"SUP10204-28","SUP10204-28","SU","FLINDERS MANAGEMENT REVIEW","D","GREENWOOD G. Graeme | PITTS B. Brenda","","",304022,6540479,-31.25348,138.94189,"E00874","Casuarina pauper","CASUARINACEAE","Black Oak","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","12/9/87",-31.25348,138.94189,"decimal degrees","Casuarina pauper","1987-09-12","native","EPSG:20254","verified",,
"SUP6639-18","SUP6639-18","SU","MT LOFTY","D","VANAMOIS P. Peter","","",278422,6086528,-35.33996,138.56191,"K02433","Leucopogon rufus","EPACRIDACEAE","Ruddy Beard-heath","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","24/4/86",-35.33996,138.56191,"decimal degrees","Leucopogon rufus","1986-04-24","native","EPSG:20254","verified",,
